"","accGenus","PalmTribe","PalmSubfamily","Climbing","Acaulescent","Erect","StemSolitary","StemArmed","LeavesArmed","MaxStemHeight_m","MaxStemDia_cm","UnderstoreyCanopy","Max_Blade_Length_m","AverageFruitLength_cm","AverageFruitWidth_cm","MinFruitWidth_cm","MaxFruitWidth_cm","FruitSizeCategorical","FruitShape","MainFruitColors"
"495","Korthalsia","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"," 20.00","  1.5","canopy"," 1.500"," 1.3000000"," 1.0000000"," 0.600"," 1.400","small","globose","brown"
"496","Korthalsia","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"," 30.00","  3.5","canopy"," 3.000"," 3.7500000"," 2.3500000"," 2.200"," 2.500","small","ovoid","brown"
"497","Korthalsia","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 35.00","  2.5","canopy"," 2.500"," 2.0000000"," 1.0000000"," 0.900"," 1.100","small","globose","brown"
"498","Korthalsia","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 25.00","  4.0","canopy"," 3.000"," 1.0000000"," 0.9000000"," 0.800"," 1.000","small","","yellow"
"499","Laccospadix","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  8.00"," 10.0","canopy"," 2.500"," 1.3500000"," 0.8000000"," 0.500"," 1.100","small","elongate","red"
"500","Laccosperma","Lepidocaryeae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 70.00","  6.0","canopy"," 3.500"," 1.9000000"," 1.4000000"," 1.300"," 1.500","small","","red"
"501","Laccosperma","Lepidocaryeae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 20.00","  4.0","canopy"," 2.500"," 1.4000000"," 1.3000000"," 0.600"," 2.000","small","globose","brown"
"502","Laccosperma","Lepidocaryeae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 30.00","  2.0","canopy"," 1.500"," 1.5000000"," 1.3500000"," 1.200"," 1.500","small","ovoid","red"
"503","Laccosperma","Lepidocaryeae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 45.00","  5.0","canopy"," 3.500"," 1.3500000"," 1.0000000"," 0.800"," 1.200","small","globose","red"
"504","Laccosperma","Lepidocaryeae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 50.00","  3.5","canopy"," 4.000"," 2.0000000"," 0.7500000"," 1.000"," 1.200","small","ovoid","red"
"505","Latania","Borasseae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 15.00"," 30.0","canopy"," 3.000"," 7.0000000"," 2.4000000"," 2.300"," 2.500","large","ovoid","brown"
"506","Latania","Borasseae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 12.00"," 25.0","canopy"," 5.000"," 4.5000000"," 4.5000000"," 4.000"," 5.000","large","ovoid","green"
"507","Leopoldinia","Leopoldinieae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 15.0","canopy"," 4.800"," 3.7983333"," 3.3400000"," 3.000"," 3.680","small","ovoid","brown"
"508","Leopoldinia","Leopoldinieae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  7.00"," 10.0","canopy"," 2.130"," 2.8400000"," 2.7200000"," 1.810"," 3.620","small","","brown"
"509","Lepidocaryum","Lepidocaryeae","Calamoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  4.00","  3.0","understorey"," 1.170"," 2.2500000"," 1.5000000"," 1.000"," 2.000","small","globose","red"
"510","Lepidorrhachis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00"," 20.0","understorey"," 2.040"," 1.2000000"," 1.1000000"," 1.000"," 1.200","small","ovoid","red"
"511","Licuala","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  7.00","  8.0","canopy"," 1.260"," 4.0000000"," 2.3000000"," 2.000"," 2.500","large","ovoid","multicolor"
"512","Licuala","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  0.30","  3.0","understorey"," 0.600"," 1.4500000"," 0.7000000"," 0.600"," 0.800","small","elongate","white"
"513","Licuala","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  8.00"," 10.0","canopy"," 1.400"," 1.6000000"," 1.1000000"," 1.000"," 1.200","small","elongate","red"
"514","Licuala","Trachycarpeae","Coryphoideae","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","  0.50"," 10.0","understorey"," 1.340"," 1.1500000"," 1.0500000"," 1.000"," 1.100","small","globose","red"
"515","Licuala","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  2.50","  7.0","understorey"," 1.240"," 1.2500000"," 0.8000000"," 0.600"," 1.000","small","ovoid","orange"
"516","Licuala","Trachycarpeae","Coryphoideae","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","  1.00","  1.5","understorey"," 0.900"," 0.9000000"," 0.9000000"," 0.800"," 1.000","small","elongate","multicolor"
"517","Licuala","Trachycarpeae","Coryphoideae","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","  0.00","  2.2","understorey"," 1.100"," 2.5000000"," 0.4500000"," 0.400"," 0.500","small","ovoid","multicolor"
"518","Licuala","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  4.00"," 14.0","understorey"," 1.200"," 2.2500000"," 1.3000000"," 1.000"," 1.500","small","","multicolor"
"519","Licuala","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","  7.00","  7.0","canopy"," 1.200"," 0.9000000"," 0.8000000"," 0.600"," 1.000","small","globose","red"
"520","Licuala","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 10.00"," 12.0","canopy"," 1.200"," 1.6000000"," 1.4500000"," 0.900"," 1.900","small","ellipsoid","red"
"521","Licuala","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00","  5.0","canopy"," 0.900"," 1.3000000"," 1.0500000"," 0.900"," 1.200","small","globose","red"
"522","Licuala","Trachycarpeae","Coryphoideae","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","  1.00","  2.0","understorey"," 1.130"," 0.9500000"," 0.8500000"," 0.800"," 0.900","small","globose","multicolor"
"523","Licuala","Trachycarpeae","Coryphoideae","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","  0.00","  2.0","understorey"," 1.250"," 1.0000000"," 0.7500000"," 0.700"," 0.800","small","globose","red"
"524","Licuala","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 25.00"," 20.0","canopy"," 1.120"," 1.1500000"," 1.0500000"," 0.800"," 1.300","small","ovoid","red"
"525","Linospadix","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  5.00","  2.5","understorey"," 0.900"," 1.2500000"," 0.5500000"," 0.500"," 0.600","small","globose","red"
"526","Linospadix","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  2.00","  0.5","understorey"," 0.370"," 2.1500000"," 4.0000000"," 3.000"," 5.000","small","globose","multicolor"
"527","Linospadix","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.00","  2.5","understorey"," 0.700"," 0.7000000"," 0.6500000"," 0.500"," 0.800","small","globose","red"
"528","Linospadix","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  5.00","  2.0","understorey"," 1.100"," 1.3000000"," 0.5500000"," 0.300"," 0.800","small","globose","red"
"529","Linospadix","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00","  5.0","canopy"," 1.300"," 1.2000000"," 0.7000000"," 0.400"," 1.000","small","ovoid","red"
"530","Linospadix","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.00","  2.0","understorey"," 0.600"," 1.2500000"," 0.6000000"," 0.500"," 0.700","small","globose","red"
"531","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 50.0","canopy"," 1.400"," 3.2500000"," 3.5000000"," 3.000"," 4.000","small","","black"
"532","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 25.00"," 40.0","canopy"," 1.300"," 1.7000000"," 1.7000000"," 1.200"," 2.200","small","ovoid","black"
"533","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 18.00"," 30.0","canopy"," 1.600"," 1.1000000"," 1.0000000"," 0.900"," 1.100","small","ovoid","black"
"534","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 20.00"," 40.0","canopy"," 1.450"," 2.0000000"," 2.0000000"," 0.500"," 5.000","small","ovoid","black"
"535","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 30.00"," 35.0","canopy"," 1.650"," 1.0500000"," 1.0500000"," 0.900"," 1.200","small","globose","black"
"536","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 18.00"," 30.0","canopy"," 1.850"," 1.5000000"," 1.5000000"," 1.200"," 1.800","small","globose","black"
"537","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 28.00"," 20.0","canopy"," 1.500"," 1.5000000"," 1.0500000"," 1.000"," 1.100","small","ovoid","black"
"538","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 12.00"," 15.0","canopy"," 0.900"," 1.4000000"," 0.8500000"," 0.800"," 0.900","small","globose","black"
"539","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 13.00"," 25.0","canopy"," 1.500"," 1.2000000"," 1.4000000"," 1.200"," 1.600","small","ovoid","black"
"540","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  7.00","  8.0","canopy"," 0.500"," 1.5000000"," 0.9000000"," 0.800"," 1.000","small","globose","black"
"541","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 10.00"," 10.0","canopy"," 0.700"," 1.1500000"," 0.6500000"," 0.600"," 0.700","small","","black"
"542","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 18.00"," 35.0","canopy"," 1.900"," 3.0500000"," 3.0500000"," 2.500"," 3.600","small","globose","black"
"543","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 15.00"," 20.0","canopy"," 1.000"," 1.1000000"," 0.7500000"," 0.600"," 0.900","small","elongate","black"
"544","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 30.00"," 40.0","canopy"," 2.200"," 1.5000000"," 1.5000000"," 1.200"," 1.800","small","ovoid","black"
"545","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 12.00"," 25.0","canopy"," 0.900"," 1.1000000"," 0.9250000"," 0.850"," 1.000","small","globose","black"
"546","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 30.00"," 60.0","canopy"," 1.750"," 1.2500000"," 1.2500000"," 1.100"," 1.400","small","globose","black"
"547","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 35.00"," 40.0","canopy"," 1.900"," 1.5000000"," 1.6500000"," 1.300"," 2.000","small","ovoid","black"
"548","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 28.00"," 40.0","canopy"," 1.700"," 1.3000000"," 1.3000000"," 1.200"," 1.400","small","ovoid","black"
"549","Livistona","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 40.00"," 65.0","canopy"," 2.000"," 2.3000000"," 1.5000000"," 1.000"," 2.000","small","ovoid","multicolor"
"550","Lytocaryum","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.00"," 15.0","understorey"," 1.050"," 3.1500000"," 2.1500000"," 2.000"," 2.300","small","globose","red"
"551","Lytocaryum","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.00"," 10.0","understorey"," 1.300"," 2.0000000"," 1.3500000"," 1.000"," 1.700","small","","brown"
"552","Manicaria","Manicarieae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 20.0","canopy","15.000"," 5.0000000"," 5.0000000"," 4.000"," 6.000","large","ovoid","brown"
"553","Marojejya","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 35.0","canopy"," 5.000"," 2.2500000"," 1.8500000"," 1.500"," 2.200","small","globose","red"
"554","Marojejya","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00"," 40.0","canopy"," 7.230"," 1.9500000"," 1.5500000"," 1.100"," 2.000","small","ovoid","black"
"555","Masoala","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  9.00"," 35.0","canopy"," 4.820"," 3.2500000"," 1.3000000"," 1.200"," 1.400","small","globose","multicolor"
"556","Masoala","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 35.0","canopy"," 4.700"," 2.4500000"," 1.8500000"," 1.800"," 1.900","small","ovoid","brown"
"557","Mauritia","Lepidocaryeae","Calamoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 15.00"," 30.0","canopy"," 2.000"," 5.7500000"," 5.7500000"," 4.500"," 7.000","large","ovoid","brown"
"558","Mauritiella","Lepidocaryeae","Calamoideae","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","  8.00"," 10.0","canopy"," 1.500"," 4.5000000"," 3.7500000"," 3.000"," 4.500","large","ovoid","brown"
"559","Mauritiella","Lepidocaryeae","Calamoideae","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"," 25.00"," 30.0","canopy"," 1.500"," 3.0000000"," 2.5000000"," 2.000"," 3.000","small","globose","brown"
"560","Mauritiella","Lepidocaryeae","Calamoideae","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"," 10.00"," 15.0","canopy"," 1.250"," 2.2500000"," 1.9000000"," 1.800"," 2.000","small","globose","brown"
"561","Maxburretia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.00","  5.0","understorey"," 0.750"," 0.9500000"," 0.6000000"," 0.500"," 0.700","small","globose","black"
"562","Medemia","Borasseae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 40.0","canopy"," 1.900"," 4.5000000"," 3.0000000"," 2.000"," 4.000","large","ovoid","purple"
"563","Metroxylon","Calameae","Calamoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 33.00","150.0","canopy"," 9.000","12.5000000","12.5000000","10.000","15.000","large","","brown"
"564","Metroxylon","Calameae","Calamoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 20.00"," 60.0","canopy","10.250","10.0000000","10.0000000"," 8.000","12.000","large","globose","green"
"565","Metroxylon","Calameae","Calamoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 20.00"," 55.0","canopy","11.000"," 9.0000000"," 6.5000000"," 3.500"," 9.000","large","globose","green"
"566","Metroxylon","Calameae","Calamoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 12.00"," 43.0","canopy"," 3.000"," 9.5000000"," 7.5000000"," 6.000"," 9.000","large","","brown"
"567","Nenga","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00"," 15.0","understorey"," 4.000"," 6.5000000"," 2.0000000"," 1.500"," 2.500","large","globose","brown"
"568","Nenga","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00","  7.0","canopy"," 2.000"," 3.5000000"," 1.6500000"," 1.300"," 2.000","small","","black"
"569","Nenga","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  7.00","  7.0","canopy"," 3.000"," 2.5000000"," 1.2500000"," 1.000"," 1.500","small","","red"
"570","Neonicholsonia","Euterpeae","Arecoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  1.00"," 13.0","understorey"," 2.200"," 0.9500000"," 0.5500000"," 0.500"," 0.600","small","ovoid","black"
"571","Normanbya","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 30.00"," 25.0","canopy"," 2.500"," 4.2500000"," 3.2000000"," 2.500"," 3.900","large","ovoid","brown"
"572","Nypa","Nypoideae","Nypoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  0.00"," 60.0","understorey","10.200","11.5000000"," 6.0000000"," 2.000","10.000","large","ovoid","brown"
"573","Oenocarpus","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 30.0","canopy"," 7.900"," 1.4000000"," 1.4000000"," 1.300"," 1.500","small","globose","black"
"574","Oenocarpus","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 14.00"," 12.0","canopy"," 4.150"," 1.6500000"," 1.2500000"," 1.000"," 1.500","small","globose","black"
"575","Oenocarpus","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 26.00"," 45.0","canopy","13.500"," 3.5000000"," 2.3500000"," 2.200"," 2.500","small","globose","black"
"576","Oenocarpus","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.20"," 26.0","canopy"," 5.500"," 1.9000000"," 1.6000000"," 1.500"," 1.700","small","ovoid","black"
"577","Oenocarpus","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00","  8.0","canopy"," 2.750"," 2.4000000"," 1.5500000"," 1.400"," 1.700","small","","black"
"578","Oenocarpus","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"," 15.00"," 20.0","canopy"," 6.700"," 2.5000000"," 2.0000000"," 1.500"," 2.500","small","ovoid","black"
"579","Oenocarpus","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00","  7.0","canopy"," 4.550"," 1.7500000"," 1.4000000"," 1.300"," 1.500","small","globose","black"
"580","Oenocarpus","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  4.00","  1.8","understorey"," 1.180"," 2.4500000"," 1.3500000"," 1.300"," 1.400","small","ovoid","black"
"581","Oncocalamus","Lepidocaryeae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 35.00","  4.0","canopy"," 2.000"," 1.9000000"," 1.9000000"," 1.800"," 2.000","small","ovoid","red"
"582","Oncocalamus","Lepidocaryeae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 30.00","  2.8","canopy"," 2.000"," 2.0000000"," 1.8000000"," 1.600"," 2.000","small","","red"
"583","Oncocalamus","Lepidocaryeae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 30.00","  4.5","canopy"," 3.500"," 2.0000000"," 1.7000000"," 1.600"," 1.800","small","ovoid","red"
"584","Oncosperma","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE"," 25.00"," 25.0","canopy"," 6.000"," 1.7000000"," 1.7000000"," 1.500"," 2.000","small","ovoid","black"
"585","Orania","Oranieae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00"," 24.0","canopy"," 5.000"," 3.7000000"," 3.7000000"," 3.200"," 4.200","small","elongate","green"
"586","Orania","Oranieae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 23.0","canopy"," 4.300"," 5.7500000"," 5.7500000"," 5.500"," 6.000","large","elongate","orange"
"587","Orania","Oranieae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 32.0","canopy"," 5.100"," 3.7500000"," 3.7500000"," 2.500"," 5.000","small","globose","orange"
"588","Orania","Oranieae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 25.0","canopy"," 3.200"," 4.7500000"," 3.7500000"," 3.000"," 4.500","large","ovoid","green"
"589","Orania","Oranieae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 30.00"," 40.0","canopy"," 3.500"," 5.4000000"," 5.2500000"," 3.000"," 7.500","large","ovoid","green"
"590","Orania","Oranieae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 30.0","canopy"," 4.000"," 4.3000000"," 4.3000000"," 3.600"," 5.000","large","globose","green"
"591","Orania","Oranieae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 20.0","canopy"," 4.500"," 6.2000000"," 3.5000000"," 4.000"," 5.000","large","ovoid","brown"
"592","Orania","Oranieae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 11.00"," 25.0","canopy"," 4.200"," 6.2500000"," 6.2500000"," 4.500"," 8.000","large","","orange"
"593","Orania","Oranieae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 25.0","canopy"," 4.500"," 4.5000000"," 3.7500000"," 3.500"," 5.000","large","globose","brown"
"594","Orania","Oranieae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 22.00"," 35.0","canopy"," 5.000"," 6.5000000"," 6.5000000"," 5.000"," 8.000","large","globose","green"
"595","Parajubaea","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 16.00"," 45.0","canopy"," 4.000"," 4.7500000"," 3.4000000"," 2.800"," 4.000","large","","brown"
"596","Parajubaea","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 14.00"," 50.0","canopy"," 3.000"," 3.5000000"," 2.7500000"," 2.500"," 3.000","small","globose","multicolor"
"597","Parajubaea","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 35.0","canopy"," 4.080"," 5.2500000"," 3.5000000"," 2.000"," 5.000","large","ovoid","brown"
"598","Pelagodoxa","Pelagodoxeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 11.00"," 15.0","canopy"," 3.500","12.5000000"," 8.5000000"," 2.000","15.000","large","globose","brown"
"599","Phoenix","Phoeniceae","Coryphoideae","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","  0.00","  0.0","understorey"," 3.000"," 1.3000000"," 1.0000000"," 0.800"," 1.200","small","ovoid","brown"
"600","Phoenix","Phoeniceae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 30.00"," 60.0","canopy"," 5.000"," 7.0000000"," 3.0000000"," 2.000"," 3.000","large","","black"
"601","Phoenix","Phoeniceae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  5.00"," 40.0","understorey"," 2.000"," 2.1500000"," 1.2000000"," 0.900"," 1.500","small","","black"
"602","Phoenix","Phoeniceae","Coryphoideae","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","  8.00","  7.0","canopy"," 3.000"," 1.6500000"," 0.9000000"," 0.800"," 1.000","small","","black"
"603","Phoenix","Phoeniceae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  6.00"," 30.0","canopy"," 3.000"," 1.5000000"," 0.8000000"," 0.600"," 0.800","small","ovoid","black"
"604","Phoenix","Phoeniceae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 15.00"," 30.0","canopy"," 4.500"," 1.9000000"," 1.1000000"," 0.900"," 1.300","small","globose","red"
"605","Pholidocarpus","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 40.00"," 40.0","canopy"," 1.100","11.5000000","11.0000000","10.000","12.000","large","globose","brown"
"606","Pholidocarpus","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 15.00"," 30.0","canopy"," 1.000"," 7.7500000"," 7.5000000"," 4.000","11.000","large","","brown"
"607","Pholidostachys","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 12.0","canopy"," 3.530"," 1.2150000"," 0.7926923"," 0.580"," 1.150","small","","orange"
"608","Pholidostachys","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.60"," 12.0","canopy"," 2.800"," 2.2300000"," 1.1100000"," 0.660"," 1.460","small","elongate","brown"
"609","Pholidostachys","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  9.00","  8.0","canopy"," 3.060"," 2.2300000"," 1.1086792"," 0.660"," 1.460","small","ovoid","black"
"610","Pholidostachys","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00"," 22.0","canopy"," 2.600"," 1.3850000"," 0.8400000"," 0.610"," 1.050","small","ovoid","black"
"611","Physokentia","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 17.5","canopy"," 2.175"," 1.2000000"," 1.2000000"," 1.000"," 1.300","small","","red"
"612","Physokentia","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00"," 10.0","canopy"," 2.000"," 2.0000000"," 1.6500000"," 1.300"," 2.000","small","globose","red"
"613","Physokentia","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.50","  7.0","understorey"," 0.600"," 2.5500000"," 2.0500000"," 1.800"," 2.300","small","","black"
"614","Phytelephas","Phytelepheae","Ceroxyloideae","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","  2.00"," 30.0","understorey"," 8.500","13.0000000","15.5000000","13.000","18.000","large","globose","brown"
"615","Phytelephas","Phytelepheae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00"," 30.0","understorey"," 6.500"," 8.0000000","14.0000000","12.000","16.000","large","globose","brown"
"616","Phytelephas","Phytelepheae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.00"," 20.0","understorey"," 6.000"," 7.5000000","12.5000000","10.000","15.000","large","","brown"
"617","Pigafetta","Calameae","Calamoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 25.00"," 45.0","canopy"," 6.000"," 1.0000000"," 0.6500000"," 0.600"," 0.700","small","globose","orange"
